HGNC ID	Approved Symbol	Approved Name	Status	Synonyms	Entrez Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved		197322	Q4G176
HGNC:3569	ACSL1	acyl-CoA synthetase long-chain family member 1	Approved	LACS2, LACS, ACS1, LACS1, FACL1	2180	P33121
HGNC:3570	ACSL3	acyl-CoA synthetase long-chain family member 3	Approved	ACS3, PRO2194	2181	O95573
HGNC:3571	ACSL4	acyl-CoA synthetase long-chain family member 4	Approved	ACS4, LACS4	2182	O60488
HGNC:16526	ACSL5	acyl-CoA synthetase long-chain family member 5	Approved	ACS5, ACS2	51703	Q9ULC5
HGNC:16496	ACSL6	acyl-CoA synthetase long-chain family member 6	Approved	KIAA0837, ACS2, LACS5, LACS2	23305	Q9UKU0
HGNC:18049	ACSM1	acyl-CoA synthetase medium-chain family member 1	Approved	MACS1	116285	Q08AH1
HGNC:32017	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	Approved	A-923A4.1, MGC150530	123876	Q08AH3
HGNC:30931	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	Approved	HXMA, HYST1046	348158	Q68CK6
HGNC:10522	ACSM3	acyl-CoA synthetase medium-chain family member 3	Approved	SA	6296	Q53FZ2
HGNC:32016	ACSM4	acyl-CoA synthetase medium-chain family member 4	Approved		341392	P0C7M7
HGNC:26060	ACSM5	acyl-CoA synthetase medium-chain family member 5	Approved	FLJ20581	54988	Q6NUN0
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium-chain family member 5 pseudogene 1	Approved		100421779	
HGNC:31665	ACSM6	acyl-CoA synthetase medium-chain family member 6	Approved	bA310E22.3	142827	Q6P461
HGNC:16091	ACSS1	acyl-CoA synthetase short-chain family member 1	Approved	dJ568C11.3, AceCS2L, MGC33843	84532	Q9NUB1
HGNC:15814	ACSS2	acyl-CoA synthetase short-chain family member 2	Approved	ACS, ACSA, AceCS, dJ1161H23.1	55902	Q9NR19
HGNC:24723	ACSS3	acyl-CoA synthetase short-chain family member 3	Approved	FLJ21963	79611	Q9H6R3
HGNC:129	ACTA1	actin, alpha 1, skeletal muscle	Approved	NEM3	58	P68133
HGNC:130	ACTA2	actin, alpha 2, smooth muscle, aorta	Approved	ACTSA	59	P62736
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1	Approved	uc001kfo.1, ZXF1	100132116	
HGNC:131	ACTA3~withdrawn	symbol withdrawn, see ACTG2	Symbol Withdrawn			
HGNC:132	ACTB	actin beta	Approved		60	P60709
HGNC:17780	ACTBL2	actin, beta like 2	Approved	DKFZp686D0972	345651	Q562R1
HGNC:134	ACTBP1	actin, beta pseudogene 1	Approved		643309	
HGNC:135	ACTBP2	actin, beta pseudogene 2	Approved		62	
HGNC:136	ACTBP3	actin, beta pseudogene 3	Approved		63	
HGNC:137	ACTBP4	actin, beta pseudogene 4	Approved		64	
HGNC:138	ACTBP5~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:139	ACTBP6	actin, beta pseudogene 6	Approved		66	
HGNC:140	ACTBP7	actin, beta pseudogene 7	Approved		67	
HGNC:141	ACTBP8	actin, beta pseudogene 8	Approved	ACTBP2	68	
HGNC:142	ACTBP9	actin, beta pseudogene 9	Approved		69	
HGNC:31819	ACTBP10	actin, beta pseudogene 10	Approved		446207	
HGNC:33971	ACTBP11	actin, beta pseudogene 11	Approved		644220	
HGNC:150	ACTBP12	actin, beta pseudogene 12	Approved		100462767	
HGNC:44626	ACTBP13	actin, beta pseudogene 13	Approved		389120	
HGNC:45086	ACTBP14	actin, beta pseudogene 14	Approved		389976	
HGNC:143	ACTC1	actin, alpha, cardiac muscle 1	Approved	CMD1R	70	P68032
HGNC:144	ACTG1	actin gamma 1	Approved		71	P63261
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	Approved		73	
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	Approved		74	
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	Approved		75	
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	Approved		648740	
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	Approved		78	
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	Approved		79	
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	Approved		80	
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	Approved		82	
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	Approved		83	
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	Approved		414754	
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	Approved		100418921	
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	Approved		100418920	
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	Approved		100418910	
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	Approved		100418951	
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	Approved		100418960	
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	Approved		283693	
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	Approved		100418924	
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	Approved		644160	
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	Approved		644961	
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	Approved		100131291	
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	Approved		100131953	
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	Approved		442097	
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	Approved		441783	
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	Approved	ACTSG	72	P63267
HGNC:156	ACTL2~withdrawn	symbol withdrawn, see ACTG1P2	Symbol Withdrawn			
HGNC:157	ACTL3~withdrawn	symbol withdrawn, see ACTG2	Symbol Withdrawn			
HGNC:158	ACTL4~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:159	ACTL5~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:24124	ACTL6A	actin like 6A	Approved	Actl6, BAF53A, Arp4, Baf53a, INO80K	86	O96019
HGNC:160	ACTL6B	actin like 6B	Approved	BAF53B	51412	O94805
HGNC:161	ACTL7A	actin like 7A	Approved		10881	Q9Y615
HGNC:162	ACTL7B	actin like 7B	Approved	Tact1	10880	Q9Y614
HGNC:24018	ACTL8	actin like 8	Approved	CT57	81569	Q9H568
HGNC:28494	ACTL9	actin like 9	Approved	MGC33407	284382	Q8TC94
HGNC:16127	ACTL10	actin like 10	Approved		170487	Q5JWF8
HGNC:163	ACTN1	actinin alpha 1	Approved		87	P12814
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	Approved		161159	
HGNC:164	ACTN2	actinin alpha 2	Approved		88	P35609
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)	Approved		89	Q08043
HGNC:166	ACTN4	actinin alpha 4	Approved		81	O43707
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	Approved		344978	
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	Approved		391026	
HGNC:51621	ACTP1	actin family pseudogene 1	Approved		106480335	
HGNC:167	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha	Approved	ARP1, Arp1A	10121	P61163
HGNC:168	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta	Approved	Arp1B	10120	P42025
HGNC:169	ACTR2	ARP2 actin related protein 2 homolog	Approved	ARP2	10097	P61160
HGNC:170	ACTR3	ARP3 actin related protein 3 homolog	Approved	ARP3	10096	P61158
HGNC:17256	ACTR3B	ARP3 actin related protein 3 homolog B	Approved	ARP11, ARP3beta	57180	Q9P1U1
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	Approved		643050	
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	Approved	FKSG73	440888	
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	Approved		647156	
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	Approved		777774	
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	Approved		399746	
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	Approved		644773	
HGNC:37282	ACTR3C	ARP3 actin-related protein 3 homolog C	Approved	ARP11	653857	Q9C0K3
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	Approved		100288580	
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	Approved		100129013	
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	Approved		100128020	
HGNC:14671	ACTR5	ARP5 actin-related protein 5 homolog	Approved	FLJ12785, Arp5, INO80M	79913	Q9H9F9
HGNC:24025	ACTR6	ARP6 actin-related protein 6 homolog	Approved	ARP6, FLJ13433	64431	Q9GZN1
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	Approved		100421495	
HGNC:14672	ACTR8	ARP8 actin-related protein 8 homolog	Approved	INO80N	93973	Q9H981
HGNC:17372	ACTR10	actin-related protein 10 homolog	Approved	HARP11, ACTR11, Arp11, Arp10	55860	Q9NZ32
HGNC:24027	ACTRT1	actin related protein T1	Approved	AIP1, KIAA0705, ARIP1, Arp-T1	139741	Q8TDG2
HGNC:24026	ACTRT2	actin related protein T2	Approved	Arp-T2, ARPM2, FLJ25424	140625	Q8TDY3
HGNC:24022	ACTRT3	actin related protein T3	Approved	ARPM1	84517	Q9BYD9
HGNC:171	ACVR1	activin A receptor type 1	Approved	SKR1, ALK2, ACVR1A	90	Q04771
HGNC:172	ACVR1B	activin A receptor type 1B	Approved	ALK4, SKR2, ActRIB	91	P36896
HGNC:18123	ACVR1C	activin A receptor type 1C	Approved	ALK7, ACVRLK7	130399	Q8NER5
HGNC:173	ACVR2A	activin A receptor type 2A	Approved	ACTRII	92	P27037
HGNC:174	ACVR2B	activin A receptor type 2B	Approved	ActR-IIB	93	Q13705
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	Approved		100128640	
HGNC:175	ACVRL1	activin A receptor like type 1	Approved	HHT2, ALK1, HHT	94	P37023
HGNC:176	ACVRLK2~withdrawn	symbol withdrawn, see ACVR1	Symbol Withdrawn			
HGNC:177	ACY1	aminoacylase 1	Approved		95	Q03154
HGNC:178	ACY1L~withdrawn	symbol withdrawn, see CCDC102B	Symbol Withdrawn			
HGNC:24104	ACY3	aminoacylase 3	Approved	HCBP1, MGC9740, ACY-3	91703	Q96HD9
HGNC:179	ACYP1	acylphosphatase 1	Approved		97	P07311
HGNC:180	ACYP2	acylphosphatase 2	Approved		98	P14621
HGNC:181	AD1~withdrawn	symbol withdrawn, see APP	Symbol Withdrawn			
HGNC:182	AD2~withdrawn	symbol withdrawn, see APOE	Symbol Withdrawn			
HGNC:183	AD3~withdrawn	symbol withdrawn, see PSEN1	Symbol Withdrawn			
HGNC:184	AD4~withdrawn	symbol withdrawn, see PSEN2	Symbol Withdrawn			
HGNC:185	AD5	Alzheimer disease 5	Approved		8081	
HGNC:186	ADA	adenosine deaminase	Approved		100	P00813
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	Approved	Tenr	132612	Q96M93
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	Approved		100422386	
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	Approved		100422407	
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved	TENRL, FLJ00337	161931	Q8NCV1
HGNC:31853	ADAL	adenosine deaminase like	Approved		161823	Q6DHV7
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	Approved	FTNAP, PH-30a, Ftna, ADAM1P	8759	
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	Approved		100420505	
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	PH-30b, PH30, CT15	2515	Q99965
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Approved	ADAM3, tMDCI	1587	
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	Approved		1596	
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	Approved	tMDCII	255926	Q6NVV9
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	Approved	tMDCIV	8755	
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved	GP-83, EAPI	8756	Q9H2U9
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved	CD156, MS2, CD156a	101	P78325
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	MDC9, KIAA0021, MCMP, Mltng	8754	Q13443
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved	kuz, MADM, HsT18717, CD156c	102	O14672
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved		4185	O75078
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved	MCMPMltna, MLTN	8038	O43184
HGNC:43841	ADAM12-OT1~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved	MDC15	8751	Q13444
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	cSVP, CD156B	6868	P78536
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved	tMDCIII, ADAM27	8749	Q9Y3Q7
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved	MLTNB	8728	Q9H013
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved		8748	O43506
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	Approved		317760	
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	Approved		100533671	
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	Approved		644325	
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved	ADAM31	8747	Q9UKJ8
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	Approved		145241	
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved	MDC2	53616	Q9P0K1
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved	MDC3	8745	O75077
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	Approved		646479	
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved	eMDCII, MDC-Lm, MDC-Ls, ADAM23	10863	Q9UKQ2
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved	svph1, CT73	11086	Q9UKF5
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved	svph4	11085	Q9UKF2
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved		203102	Q8TC27
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	DKFZp434K0521, dJ964F7.1	80332	Q9BZ11
HGNC:16299	ADAMDEC1	ADAM like decysin 1	Approved	M12.219	27299	O15204
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Approved	C3-C5, METH1, KIAA1346	9510	Q9UHI8
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Approved	ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	9509	O95450
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	Approved	KIAA0366, ADAMTS-4	9508	O15072
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	Approved	KIAA0688, ADAMTS-2, ADMP-1	9507	O75173
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	Approved	ADMP-2, ADAMTS11	11096	Q9UNA0
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	Approved	ADAM-TS6	11174	Q9UKP5
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Approved	ADAM-TS7, DKFZp434H204	11173	Q9UKP4
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	Approved		390660	
HGNC:49408	ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1	Symbol Withdrawn			
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	Approved		400406	
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	Approved		642935	
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Approved	METH2, FLJ41712, ADAM-TS8	11095	Q9UP79
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Approved	KIAA1312	56999	Q9P2N4
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	Approved		101929335	
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	Approved		100507098	
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Approved	ADAM-TS10	81794	Q9H324
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	Approved		81792	P58397
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Approved	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	11093	Q76LX8
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Approved		140766	Q8WXS8
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Approved		170689	Q8TE58
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Approved	ADAMTS16s	170690	Q8TE57
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Approved	FLJ32769, FLJ16363	170691	Q8TE56
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Approved		170692	Q8TE60
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Approved		171019	Q8TE59
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	Approved	RP11-346A9.1	103689846	
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Approved	GON-1	80070	P59510
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18	Symbol Withdrawn			
HGNC:14632	ADAMTSL1	ADAMTS like 1	Approved	ADAMTSR1, FLJ35283	92949	Q8N6G6
HGNC:14631	ADAMTSL2	ADAMTS like 2	Approved	KIAA0605	9719	Q86TH1
HGNC:14633	ADAMTSL3	ADAMTS like 3	Approved	KIAA1233, punctin-2	57188	P82987
HGNC:19706	ADAMTSL4	ADAMTS like 4	Approved	DKFZP434K1772	54507	Q6UY14
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	Approved	FLJ45786	574406	Q5T5F5
HGNC:27912	ADAMTSL5	ADAMTS like 5	Approved		339366	Q6ZMM2
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	Approved	GCS1L	11033	O75689
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Approved		55803	Q9NPF8
HGNC:225	ADAR	adenosine deaminase, RNA specific	Approved	ADAR1	103	P55265
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1	Approved	ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	104	P78563
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	Approved	RED2, hRED2, ADAR3	105	Q9NS39
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	Approved	bA466B20.1	642394	A8MUL3
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1	Approved		23536	Q9BUB4
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	Approved	dJ20N2.1, TAD2	134637	Q7Z6V5
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3	Approved	TAD3	113179	Q96EY9
HGNC:19038	ADCK1	aarF domain containing kinase 1	Approved	FLJ39600	57143	Q86TW2
HGNC:19039	ADCK2	aarF domain containing kinase 2	Approved	MGC20727	90956	Q7Z695
HGNC:21738	ADCK5	aarF domain containing kinase 5	Approved	FLJ35454	203054	Q3MIX3
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	Approved		106	
HGNC:230	ADCP2~withdrawn	symbol withdrawn, see DPP4	Symbol Withdrawn			
HGNC:231	ADCR~withdrawn	symbol withdrawn, see WT2	Symbol Withdrawn			
HGNC:232	ADCY1	adenylate cyclase 1	Approved	AC1	107	Q08828
HGNC:233	ADCY2	adenylate cyclase 2	Approved	HBAC2, KIAA1060, AC2	108	Q08462
HGNC:234	ADCY3	adenylate cyclase 3	Approved	AC3	109	O60266
HGNC:235	ADCY4	adenylate cyclase 4	Approved	AC4	196883	Q8NFM4
HGNC:236	ADCY5	adenylate cyclase 5	Approved	AC5	111	O95622
HGNC:237	ADCY6	adenylate cyclase 6	Approved	AC6	112	O43306
HGNC:238	ADCY7	adenylate cyclase 7	Approved	KIAA0037, AC7	113	P51828
HGNC:239	ADCY8	adenylate cyclase 8	Approved	HBAC1, AC8	114	P40145
HGNC:240	ADCY9	adenylate cyclase 9	Approved	AC9	115	O60503
HGNC:21285	ADCY10	adenylate cyclase 10, soluble	Approved	SAC, Sacy, SACI, HCA2, RP1-313L4.2	55811	Q96PN6
HGNC:44143	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1	Approved		221442	
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	Approved	PACAP	116	P18509
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	Approved	PAC1, PACAPR, PAC1R	117	P41586
HGNC:243	ADD1	adducin 1	Approved		118	P35611
HGNC:244	ADD2	adducin 2	Approved	ADDB	119	P35612
HGNC:245	ADD3	adducin 3	Approved		120	Q9UEY8
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	Approved		100505933	
HGNC:246	ADDL~withdrawn	symbol withdrawn, see ADD3	Symbol Withdrawn			
HGNC:247	ADFN	albinism-deafness syndrome	Approved		122	
HGNC:21212	ADGB	androglobin	Approved	FLJ23121, dJ408K24.1, CAPN16	79747	Q8N7X0
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	Approved	KIAA1828	84435	Q86SQ6
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	Approved		100128127	
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	Approved	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	25960	Q96PE1
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	Approved	FLJ38547, PGR21	166647	Q8IWK6
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	Approved		575	O14514
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	Approved		576	O60241
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	Approved	KIAA0550	577	O60242
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	Approved	DKFZp434B1272, PGR25	283383	Q6QNK2
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	Approved	PGR24	347088	Q7Z7M1
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	Approved		2015	Q14246
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	Approved	CD312	30817	Q9UHX3
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	Approved		84658	Q9BY15
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	Approved	PGR16	326342	Q86SQ3
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	Approved	TM7LN1	976	P48960
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	Approved	hGPCR36, PGR19	266977	Q5T601
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	Approved	hGPCR35, PGR20	222611	Q8IZF7
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	Approved	hGPCR37, PGR23	165082	Q8IZF5
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	Approved	FLJ38076, PGR18	221393	Q8IZF3
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	Approved	DKFZp564O1923, KIAA0758	221395	Q8IZF2
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	Approved		389740	
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	Approved		441416	
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	Approved	TM7LN4, TM7XN1	9289	Q9Y653
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	Approved	HE6, TM7LN2, EDDM6	10149	Q8IZP9
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	Approved	Pb99, PGR26	222487	Q86Y34
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	Approved	RP1-299I16, PGR17	139378	Q8IZF6
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	Approved	PGR27	221188	Q8IZF4
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	Approved	FLJ14937	57211	Q86SQ4
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	Approved	FLJ14454	84873	Q96K78
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	Approved	KIAA0821, CIRL1, LEC2	22859	O94910
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	Approved	KIAA0786, LEC1	23266	O95490
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	Approved	KIAA0768, LEC3	23284	Q9HAR2
HGNC:50604	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	Approved		101927186	
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	Approved	ETL	64123	Q9HBW9
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	Approved	DKFZp761P0710, KIAA0686, FEB4, VLGR1	84059	Q8WXG9
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	Approved		124	P07327
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	Approved		125	P00325
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	Approved		126	P00326
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	Approved	ADH-2	127	P08319
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	Approved	ADH-3, ADHX, GSNOR	128	P11766
HGNC:254	ADH5P1~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:22976	ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2	Approved		343296	
HGNC:22991	ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3	Approved		100131810	
HGNC:21377	ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	Approved	bA707M13.2	642443	
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	Approved	ADH-5	130	P28332
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Approved	ADH-4	131	P40394
HGNC:16354	ADHFE1	alcohol dehydrogenase, iron containing 1	Approved	ADHFe1, FLJ32430	137872	Q8IWW8
HGNC:30576	ADI1	acireductone dioxygenase 1	Approved	SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	55256	Q9BV57
